detail_id,settlement_id,event_id,line_type,gross_effect_paise,fee_paise,tax_paise,net_effect_paise,settled_at,currency,reference_text
dtl_ZPQAlCOCONZ6Ed,setl_4ueDi3TNSuo2uq,,REFUND,-105,0,0,-105,2026-06-16T11:30:00,INR,
dtl_pOPO5ntrz3pu7Q,setl_uYkitGoZRQS2Tm,evt_sdRkLekBz7Jiyn,PAYMENT,40000420,0,0,40000420,2026-07-08T11:30:00,INR,
dtl_Sf6MVZ0x8e1x13,setl_LQlzoTHgc1ceCk,evt_Untz1bHq7WuCSL,PAYMENT,399900,0,0,399900,2026-06-29T11:30:00,INR,
dtl_LE9ozqsPnYOrm2,setl_aPOhsI6eEonFlh,evt_uaBSfAqZzrMlke,PAYMENT,296235,5925,1067,289243,2026-06-24T11:30:00,INR,
dtl_wlHCkLrvdoez4C,setl_3GvGCP2SKwFV0r,evt_gcDCC6kisUEDmJ,PAYMENT,349900,0,0,349900,2026-06-05T11:30:00,INR,
dtl_SzMPrEPB2LUfm4,setl_ULfCgT5TcE2Qmk,evt_EFyd0KOBD65hgy,PAYMENT,100000,2000,360,97640,2026-07-13T11:30:00,INR,
dtl_AtfO5vGZV9zFHF,setl_8UewvwaVjjic9D,evt_bh9wHTH6WDuE4R,PAYMENT,69900,0,0,69900,2026-07-07T11:30:00,INR,
dtl_GrjgzF4LPrOGGk,setl_ampt6pzzZ441pD,evt_RQy8DQMZF8ndSl,PAYMENT,475400,0,0,475400,2026-06-22T11:30:00,INR,
dtl_IqcppRWUF2RbPe,setl_WZRKb8aiPtAlOn,evt_fcTbiicY87s8vf,PAYMENT,5202600,0,0,5202600,2026-06-26T11:30:00,INR,
dtl_GSe8z7VeCiJYij,setl_bWcKIDcDmkYdVm,,REFUND,-101,0,0,-101,2026-06-19T11:30:00,INR,
dtl_FCh9hB5oOvi4kB,setl_xIxg36JNnfLiuy,evt_emYO5RDD6Lnrco,PAYMENT,1999900,0,0,1999900,2026-07-14T11:30:00,INR,
dtl_NQfuzfgWTiFwC5,setl_4ItwyIcQp1uBtG,evt_E37in0bSC7LZlT,PAYMENT,59900,0,0,59900,2026-07-06T11:30:00,INR,
dtl_SYw348AZYUJFCR,setl_kn0jja0k9xiIlq,evt_ehNNwQRYkl7zDT,PAYMENT,299900,5998,1080,292822,2026-06-04T11:30:00,INR,
dtl_lOttOwR0RgULom,setl_aPOhsI6eEonFlh,evt_h4YcjQbjpKCchJ,PAYMENT,354028,0,0,354028,2026-06-24T11:30:00,INR,
dtl_tR37rT6lMDke3d,setl_DWwcM1PnA5Knvu,evt_qUoozzejIk0u8C,PAYMENT,8081,162,29,7890,2026-06-04T11:30:00,INR,
dtl_c4vI7sZoFyS8iM,setl_WZRKb8aiPtAlOn,evt_zgJCGqqxWjcbQx,PAYMENT,2629825,78895,14201,2536729,2026-06-26T11:30:00,INR,
dtl_wI6hW3lr5NN7c0,setl_8sYMh9NxESyipV,evt_OnsUqi8knm6rUe,PAYMENT,12228109,366843,66032,11795234,2026-06-12T11:30:00,INR,
dtl_1D3Ye3FxrOQgi2,setl_Ea3IvahN8nCtGl,,REFUND,-10000102,0,0,-10000102,2026-06-06T11:30:00,INR,
dtl_pnv8EJwSu5DnrA,setl_hFPBsOWdqVAlrz,evt_7MaQLeWe9Zs8Hs,PAYMENT,19900,0,0,19900,2026-06-18T11:30:00,INR,
dtl_1kHLA0xSPMJSlU,setl_UJbsTn27W9nvCc,evt_tFLDn2XxNxV4YC,PAYMENT,2964300,0,0,2964300,2026-07-03T11:30:00,INR,
dtl_4dtGBNgqjdkXmW,setl_Y8I67wvqlLTGfF,evt_BNAsVH0MrwRRAv,PAYMENT,19900,398,72,19430,2026-07-03T11:30:00,INR,
dtl_T5moWJiGWaWdT9,setl_COGhViDHJgzaNl,,REFUND,-10000105,0,0,-10000105,2026-07-08T11:30:00,INR,
dtl_zpNBF3ZfyD4UXm,setl_OzZFmIiehMksTg,evt_33WtMDaMAUE5SO,PAYMENT,119900,2398,432,117070,2026-06-08T11:30:00,INR,
dtl_3LbT66762JLwgn,setl_dwJUDfJk4Msxjv,evt_L7iCtuQ0GJF7rV,PAYMENT,2582700,45197,8135,2529368,2026-06-05T11:30:00,INR,
dtl_fhg5xK4WNIl79p,setl_JkR9mxuj83ZsyG,evt_K3X12si2BkulcA,PAYMENT,100000,0,0,100000,2026-06-10T11:30:00,INR,
dtl_vuHvMhreGqd43V,setl_yeaI2MJI24vkL7,evt_QfCTKWylyNUk4G,PAYMENT,5900,0,0,5900,2026-06-05T11:30:00,INR,
dtl_SwArNZCnRJlaQc,setl_OxlOvn1EfUjdEi,evt_BYOhXbNjRk6tbh,PAYMENT,197780,3956,712,193112,2026-07-04T11:30:00,INR,
dtl_YlQsrbk7V4AZb7,setl_LQlzoTHgc1ceCk,evt_YgsSrgg5LASP11,PAYMENT,349900,0,0,349900,2026-06-29T11:30:00,INR,
dtl_Oa4f3wfXCbdEDv,setl_Gv75Or7Rxbso9d,evt_nGX7jW9dRQiZIA,PAYMENT,2674700,53494,9629,2611577,2026-06-27T11:30:00,INR,
dtl_5Y8OqE8mrFLN8E,setl_Y7X6VVDDdxfgR0,evt_af7DmYZt27mdp3,PAYMENT,1299900,25998,4680,1269222,2026-06-25T11:30:00,INR,
dtl_wV5Ig8nKQ1aEfw,setl_SZW4AHt3gb9xF8,evt_VYMitcD2mZagc4,PAYMENT,59900,1048,189,58663,2026-07-15T11:30:00,INR,
dtl_RxqT3DmOnfcDiv,setl_EoLin5D3S93kqa,evt_E0NODjeamSFGhg,PAYMENT,50000515,0,0,50000515,2026-06-09T11:30:00,INR,
dtl_l1RS4YaEgCOsC0,setl_zzDl7mNKrB5j68,,REFUND,-104,0,0,-104,2026-06-18T11:30:00,INR,
dtl_zj6NWSfnS2f27d,setl_UJbsTn27W9nvCc,evt_IgdeSkiZzA5e9b,PAYMENT,30000318,0,0,30000318,2026-07-03T11:30:00,INR,
dtl_ji4YzN26KavF58,setl_M6ctfOhNJttvpW,evt_QfEK1ZhOcfE6lL,PAYMENT,100000,2000,360,97640,2026-07-14T11:30:00,INR,
dtl_MA6G7izVvqjcjU,setl_uJnEKD9YbfALra,evt_WYz9h2JUYRpwo7,PAYMENT,22390900,447818,80607,21862475,2026-06-03T11:30:00,INR,
dtl_MfmG4KQhY4aLra,setl_iNu7NdWHRWW7hy,evt_1ot8Xfr1fwB7vU,PAYMENT,6317022,0,0,6317022,2026-06-09T11:30:00,INR,
dtl_wafXFotP1ULSu3,setl_EjkGgQT2a5ywH4,evt_5t50yOipX0J9Bb,PAYMENT,1999900,39998,7200,1952702,2026-06-17T11:30:00,INR,
dtl_PqmXqp3ZYBw4Wg,setl_4ueDi3TNSuo2uq,evt_mpHj05BBUEmDAf,PAYMENT,3349900,0,0,3349900,2026-06-16T11:30:00,INR,
dtl_qWjmcQjU6V81oM,setl_st2LXdqUXXd2wR,evt_SxaMEnrlpGO14c,PAYMENT,59900,1198,216,58486,2026-07-16T11:30:00,INR,
dtl_52o9eAeIC6iXJb,setl_iNu7NdWHRWW7hy,evt_Io6m8hb4bV92gX,PAYMENT,443048,0,0,443048,2026-06-09T11:30:00,INR,
dtl_X4TEWznRy08FBB,setl_fTprN6fpNHQ3mK,evt_pPgQ93AHG1yqH0,PAYMENT,20467444,0,0,20467444,2026-06-29T11:30:00,INR,
dtl_DgxjGvD7CI8jNR,setl_f1VojUeZdAFGgW,evt_0aVyiqgNTW3RPJ,PAYMENT,34900,0,0,34900,2026-06-27T11:30:00,INR,
dtl_ZlWCJv5wuLzdXP,setl_ClvF98OVQ2trsJ,evt_hdbqmCMZr63NtT,PAYMENT,499900,0,0,499900,2026-06-30T11:30:00,INR,
dtl_r58MfGrvLYqZtB,setl_8UewvwaVjjic9D,evt_bljatmUXR7uIvq,PAYMENT,4999900,0,0,4999900,2026-07-07T11:30:00,INR,
dtl_YO9UBIxvc4RLzi,setl_aAtchV3JGkWXqd,evt_MJ128uvW5611GT,PAYMENT,106500,0,0,106500,2026-06-02T11:30:00,INR,
dtl_j4Qw4NATr8boE8,setl_OxlOvn1EfUjdEi,evt_9bgZYpx2Cp7FnC,PAYMENT,427700,8554,1540,417606,2026-07-04T11:30:00,INR,
dtl_WE0oqa89KoZvLF,setl_DWwcM1PnA5Knvu,evt_CQgftBaeZ57vdT,PAYMENT,474900,9498,1710,463692,2026-06-04T11:30:00,INR,
dtl_uJ0NybaO8Ld142,setl_R6ZDQUhWPs5DwJ,evt_0wfNZ55fUrhRkv,PAYMENT,469746,9395,1691,458660,2026-06-09T11:30:00,INR,
dtl_lWAUIz7pSHkF9P,setl_KmURa2I267swj7,evt_QlkMr3x64Crp70,PAYMENT,29900,0,0,29900,2026-06-19T11:30:00,INR,
dtl_ALnXwZKfRnrnrP,setl_hB25esJYD5aLD1,evt_jFBHz4bBJQGoYy,PAYMENT,258600,4526,815,253259,2026-06-02T11:30:00,INR,
dtl_c3przlaNSSrGMn,setl_grV3dCj2M180bR,evt_AYGsTmmhA8Byl2,PAYMENT,119900,2398,432,117070,2026-06-30T11:30:00,INR,
dtl_hX9pYwo3tnnrX6,setl_8hoCLYAO3hkWIU,,REFUND,-100,0,0,-100,2026-06-20T11:30:00,INR,
dtl_W4EjJnELf61kky,setl_grV3dCj2M180bR,evt_F6eZ7wwGZIYH7T,PAYMENT,999900,17498,3150,979252,2026-06-30T11:30:00,INR,
dtl_hozUAV6kW5ecjm,setl_3GvGCP2SKwFV0r,evt_OqXOaH76MhbGpK,PAYMENT,1299900,0,0,1299900,2026-06-05T11:30:00,INR,
dtl_CC7BKkOMqc7flU,setl_OCIliej45topay,evt_7DavmlWA10aIVq,PAYMENT,208400,3647,656,204097,2026-06-27T11:30:00,INR,
dtl_gKUIVE1EojCBrB,setl_Ja6AlsvdCtbodh,evt_M7IhV8lzLh8TbD,PAYMENT,50000530,0,0,50000530,2026-07-03T11:30:00,INR,
dtl_0B57AzzvV2rmKG,setl_Y8I67wvqlLTGfF,evt_0kHVxqQHb2LX5U,PAYMENT,231700,4634,834,226232,2026-07-03T11:30:00,INR,
dtl_rOjlyUHZZ02E8a,setl_Ea3IvahN8nCtGl,evt_exIofBRhuufY7o,PAYMENT,30000306,0,0,30000306,2026-06-06T11:30:00,INR,
dtl_1mznRi4YNI6pq9,setl_O7Lzd80WjFYDbY,evt_bw2ZzBOfFD8JPR,PAYMENT,4900,98,18,4784,2026-06-18T11:30:00,INR,
dtl_PmroIIJxeWd1Pk,setl_RykAhvNslI8o6W,evt_q5XK7qv4F44hbD,PAYMENT,2499900,0,0,2499900,2026-06-18T11:30:00,INR,
dtl_CzGNbpbvxcyUmQ,setl_sRMibkqNeUvXxw,evt_hgFB2OdlxM55yp,PAYMENT,275509,5510,992,269007,2026-06-13T11:30:00,INR,
dtl_9jtWeGz9AnpYU8,setl_iNu7NdWHRWW7hy,evt_0JPRNQQ0BMCTQJ,PAYMENT,2200900,44018,7923,2148959,2026-06-09T11:30:00,INR,
dtl_lUYYY3AZS9pxdY,setl_0F856rqP0yqrNd,evt_sedD9rTdN2vtex,PAYMENT,299900,0,0,299900,2026-06-25T11:30:00,INR,
dtl_gjXZZXdJHUE1Ic,setl_FFPxXN3jnGVe7X,evt_rg1BSMuSiIibk5,PAYMENT,8700,174,31,8495,2026-06-30T11:30:00,INR,
dtl_huCGdZVBdfo8so,setl_gAZ1aduoTphF5F,evt_CzHBEnY1CRXzo8,PAYMENT,199900,3498,630,195772,2026-07-16T11:30:00,INR,
dtl_cu7G8UxM3ngXqx,setl_8RrZA5nl6xOyjn,evt_zELmrR31zn4708,PAYMENT,79900,0,0,79900,2026-07-15T11:30:00,INR,
dtl_X6RNs63bjOc4UC,setl_cQdAj2xE4u1GRZ,evt_uFxCkwIHTfqD4Q,REFUND,-25000,0,0,-25000,2026-07-15T11:30:00,INR,
dtl_3KWtXCwffwCwXi,setl_8sYMh9NxESyipV,evt_AaF05uv9034aN2,PAYMENT,499900,9998,1800,488102,2026-06-12T11:30:00,INR,
dtl_0CVEmavSVvZNYj,setl_R6ZDQUhWPs5DwJ,evt_4dM2DU95QQjriU,PAYMENT,1299900,22748,4095,1273057,2026-06-09T11:30:00,INR,
dtl_XwcmloKSmzLsHT,setl_JkR9mxuj83ZsyG,evt_wwNg1CEoPBeTZw,PAYMENT,89900,1573,283,88044,2026-06-10T11:30:00,INR,
dtl_JwqVRWfMU6scJA,setl_ampt6pzzZ441pD,evt_kHAAgXQWuJRyUQ,PAYMENT,2999900,52498,9450,2937952,2026-06-22T11:30:00,INR,
dtl_hLPkbBBSBC10Bu,setl_8rU0LrWMxQttSu,evt_Qa1RAFt2pZ709I,REFUND,-25000,0,0,-25000,2026-06-12T11:30:00,INR,
dtl_Z1REnUwTrrJ1tX,setl_OCIliej45topay,evt_7YOJrpku1ZFvju,PAYMENT,212800,3724,670,208406,2026-06-27T11:30:00,INR,
dtl_KsNOy0B9xCwwdc,setl_Yll1nXEMoHp2NQ,evt_aayRCE4kF1CLxj,PAYMENT,22031,0,0,22031,2026-06-08T11:30:00,INR,
dtl_dFzizd5UpeLZmZ,setl_R6ZDQUhWPs5DwJ,evt_6V4lvFHbmcYrup,PAYMENT,19900,0,0,19900,2026-06-09T11:30:00,INR,
dtl_SyfCZXgqNJANJl,setl_KmURa2I267swj7,evt_kqx5YbRxwKt512,PAYMENT,25762,0,0,25762,2026-06-19T11:30:00,INR,
dtl_Es59NRNc0p1hn9,setl_8rU0LrWMxQttSu,evt_DNuQZ8gCOtjAZV,PAYMENT,99900,0,0,99900,2026-06-12T11:30:00,INR,
dtl_cf2JirCwHHlIx6,setl_JkR9mxuj83ZsyG,evt_60TeCMYBG60ZDF,PAYMENT,44900,786,141,43973,2026-06-10T11:30:00,INR,
dtl_qJwCvgPvznUjbi,setl_fOrv37R1yrZPQf,evt_QXvovGmt5DB4lO,PAYMENT,345471,6909,1244,337318,2026-06-17T11:30:00,INR,
dtl_Ir7JCwWKujhsCF,setl_bWcKIDcDmkYdVm,evt_U5xk1CzhFGVvUt,PAYMENT,14165,283,51,13831,2026-06-19T11:30:00,INR,
dtl_cg0WSW7Lsrtwfg,setl_FfhGPBY12wjlGC,evt_j3i2yhoLIaCVEx,PAYMENT,2272900,0,0,2272900,2026-06-26T11:30:00,INR,
dtl_AFe9j9zXsrFUxJ,setl_OxlOvn1EfUjdEi,evt_6BSYDKJGuDePC2,PAYMENT,153400,2685,483,150232,2026-07-04T11:30:00,INR,
dtl_KGdoqIY7J7tJP4,setl_gzPJ6rZ0g02xen,evt_3Z9h3cUrCP5Vk1,PAYMENT,222800,4456,802,217542,2026-07-02T11:30:00,INR,
dtl_SQ9ZBMbJN0tXlw,setl_8sYMh9NxESyipV,evt_XhTlMzaevtDRl5,PAYMENT,2798500,55970,10075,2732455,2026-06-12T11:30:00,INR,
dtl_18U37g1WY5GU4s,setl_z1TsPc6RKxhHR7,evt_Z4mUkdLT1qqH2k,PAYMENT,191358,3349,603,187406,2026-07-06T11:30:00,INR,
dtl_BQORTSzbFsSflB,setl_T0WyYAfTOD4DoV,evt_vxD8ABWvu5EWeV,PAYMENT,19201699,384034,69126,18748539,2026-06-02T11:30:00,INR,
dtl_Vsm0GrSYS0XTeo,setl_aAtchV3JGkWXqd,evt_FK3VOOxNSl99Od,PAYMENT,1499900,0,0,1499900,2026-06-02T11:30:00,INR,
dtl_HUwaFy8a9yf8W0,setl_cQdAj2xE4u1GRZ,evt_cprEbksZXLKxu4,PAYMENT,179900,0,0,179900,2026-07-15T11:30:00,INR,
dtl_OR5ozB0wZWjtka,setl_KmURa2I267swj7,evt_J0nSzqecraLHyK,PAYMENT,149900,2623,472,146805,2026-06-19T11:30:00,INR,
dtl_gyF4rE7VV3nBOj,setl_3GvGCP2SKwFV0r,evt_jxjWrBaZTDmK1J,PAYMENT,44900,898,162,43840,2026-06-05T11:30:00,INR,
dtl_A3xcALHxQ81oVW,setl_aAtchV3JGkWXqd,evt_KTkEvxxGCM4R9B,PAYMENT,17101,0,0,17101,2026-06-02T11:30:00,INR,
dtl_6MZSkMVCnYuQR4,setl_bL6f612eOxxR9n,evt_WR8r0GXQVDmM3k,PAYMENT,392100,6862,1235,384003,2026-07-08T11:30:00,INR,
dtl_gzCQZNrqmGobsT,setl_bWcKIDcDmkYdVm,evt_lWxdV1XG5weUpe,PAYMENT,327644,0,0,327644,2026-06-19T11:30:00,INR,
dtl_QuPZCpmm6CMdwG,setl_bxJaCLlZiS4NB6,evt_tvFFSoxCohkLuY,PAYMENT,79900,0,0,79900,2026-07-08T11:30:00,INR,
dtl_Gs0TO8KJRIiNia,setl_BLQ4N33NapbjUC,evt_soSlVcAa6tw2fy,PAYMENT,40300,806,145,39349,2026-06-08T11:30:00,INR,
dtl_eUgNN0oSL2eXSv,setl_m2ZnT2u0e8I9lK,evt_kJJAVtwWA7LgjM,PAYMENT,100000,2000,360,97640,2026-07-14T11:30:00,INR,
dtl_XT8VDYV4ZIvTsY,setl_Ocv4HNvAwpziH0,evt_SbbVh4scTuOnvY,PAYMENT,79900,0,0,79900,2026-06-29T11:30:00,INR,
dtl_4DxJIHFyXY4Fj1,setl_KQeTrAGYO0tFX2,evt_WBgb6Wzqah49us,PAYMENT,285200,0,0,285200,2026-06-05T11:30:00,INR,
dtl_jHefm52NDkqSNx,setl_ClvF98OVQ2trsJ,evt_wT7vGWEYba6McB,PAYMENT,3735500,0,0,3735500,2026-06-30T11:30:00,INR,
dtl_FxXi5mARKc8ttp,setl_49bpPV3IQj1KD1,evt_BHS8J8GLDV2yaU,PAYMENT,19900,0,0,19900,2026-07-14T11:30:00,INR,
dtl_9wdYy5q8yZpOVO,setl_bWcKIDcDmkYdVm,evt_nLl4cW636EfxJn,PAYMENT,299900,0,0,299900,2026-06-19T11:30:00,INR,
dtl_7m7HXMdWqY481Z,setl_49bpPV3IQj1KD1,evt_tnKyIZkdaK4YgY,PAYMENT,89900,1798,324,87778,2026-07-14T11:30:00,INR,
dtl_G8HSbme4b0jwgL,setl_FFPxXN3jnGVe7X,evt_HRpPG8vlmstwkn,PAYMENT,19000,380,68,18552,2026-06-30T11:30:00,INR,
dtl_xhc51PTE6HuIi6,setl_aAtchV3JGkWXqd,evt_SCubviiec6GYNn,PAYMENT,415000,12450,2241,400309,2026-06-02T11:30:00,INR,
dtl_bHAsACvQlPZWxT,setl_Ztfm84837MKVSf,evt_JLNjoz14imaTpQ,PAYMENT,211078,4222,760,206096,2026-07-13T11:30:00,INR,
dtl_WM6s2oOmU5p8QS,setl_f1VojUeZdAFGgW,evt_a0s5sDIzINuWXy,PAYMENT,34900,611,110,34179,2026-06-27T11:30:00,INR,
dtl_K6BgCXpZ3PHYDl,setl_FFPxXN3jnGVe7X,evt_z66v05q0KzF8nd,PAYMENT,799900,0,0,799900,2026-06-30T11:30:00,INR,
dtl_himZsZYalzFpM9,setl_RykAhvNslI8o6W,evt_VAyJCPyAwBJC2v,PAYMENT,1213600,21238,3823,1188539,2026-06-18T11:30:00,INR,
dtl_DNiQTkP0BC9HSE,setl_s8yal8gd0kJSkH,evt_3uqtErdfthznet,PAYMENT,799900,15998,2880,781022,2026-06-12T11:30:00,INR,
dtl_9UbZIbwH8ai5XU,setl_8RrZA5nl6xOyjn,evt_gXStOtr8ZvU9pF,PAYMENT,16571,0,0,16571,2026-07-15T11:30:00,INR,
dtl_l8md05Y28UOOVQ,setl_bVTFiH4smcNPR9,,REFUND,-10000104,0,0,-10000104,2026-07-06T11:30:00,INR,
dtl_9UbZIbwH8ai5XU,setl_8RrZA5nl6xOyjn,evt_gXStOtr8ZvU9pF,PAYMENT,16571,0,0,16571,2026-07-15T11:30:00,INR,
dtl_TsOQshkRQYqP3y,setl_hB25esJYD5aLD1,,REFUND,-2500,0,0,-2500,2026-06-02T11:30:00,INR,
dtl_bOQOFCMW5voqRV,setl_Fk3ptfHycN2Nva,evt_kDN2MHTIIupNoY,PAYMENT,359901,10797,1943,347161,2026-07-14T11:30:00,INR,
dtl_r6UaYOW1YIO7Im,setl_BLQ4N33NapbjUC,evt_QLg4TvVGvsc8in,PAYMENT,381200,7624,1372,372204,2026-06-08T11:30:00,INR,
dtl_s6t6SzZYR0ZOgM,setl_Gv75Or7Rxbso9d,evt_degza4AUz0O9PV,PAYMENT,14900,298,54,14548,2026-06-27T11:30:00,INR,
dtl_e4NxUfBKUF1exV,setl_8RrZA5nl6xOyjn,evt_42YXtYmAOodjjd,PAYMENT,49900,0,0,49900,2026-07-15T11:30:00,INR,
dtl_q34ZoVTStY0gOv,setl_gzPJ6rZ0g02xen,evt_crwqvxGswgfihC,PAYMENT,201300,3523,634,197143,2026-07-02T11:30:00,INR,
dtl_bpiD2aRkZSKHxt,setl_OxlOvn1EfUjdEi,evt_CC2z5sUbrC4s6S,PAYMENT,7077,0,0,7077,2026-07-04T11:30:00,INR,
dtl_kKzfm8DbIifGCB,setl_DWwcM1PnA5Knvu,evt_vYkhICJTAXgDrz,PAYMENT,370400,7408,1333,361659,2026-06-04T11:30:00,INR,
dtl_ckcOUvHrfnlFQg,setl_zzDl7mNKrB5j68,evt_ZRRl9XtUxbWrIA,PAYMENT,179900,3598,648,175654,2026-06-18T11:30:00,INR,
dtl_lEEfxxmPdSL2HS,setl_iNu7NdWHRWW7hy,evt_kWDwIaLcTkL8Kg,PAYMENT,29797,0,0,29797,2026-06-09T11:30:00,INR,
dtl_jhayMYeecuclrP,setl_m2Qx3ozYmqHdM6,evt_I3Ch6iw1cEQyQy,PAYMENT,3316000,0,0,3316000,2026-06-16T11:30:00,INR,
dtl_gGMTwGNAobRhZ1,setl_xIxg36JNnfLiuy,evt_tIfvjYVpqd2JKc,PAYMENT,34900,0,0,34900,2026-07-14T11:30:00,INR,
dtl_xMWAMGFrRIt8Ch,setl_grV3dCj2M180bR,evt_z42Mg6oL2Qdk2G,PAYMENT,16700,0,0,16700,2026-06-30T11:30:00,INR,
