detail_id,settlement_id,event_id,line_type,gross_effect_paise,fee_paise,tax_paise,net_effect_paise,settled_at,currency,reference_text
dtl_eYRif3zW3RrSaM,setl_jiy5cz774WlTPt,evt_yDnEq7imNrlW38,PAYMENT,63287,1266,228,61793,2026-07-15T11:30:00,INR,
dtl_wH8M24GkRUmQHz,setl_vx7RPwBPSqX4dw,evt_RIZIGdq60eENv6,PAYMENT,24900,0,0,24900,2026-06-03T11:30:00,INR,
dtl_kGC2U6PU01FiWX,setl_cwPfOTmqGFuzNd,evt_ppLEZCtEvqM6ZP,PAYMENT,499900,9998,1800,488102,2026-06-08T11:30:00,INR,
dtl_cotBRGnt8JbqTL,setl_NI9P948kfKP4Kt,evt_8nv4kVv3kEFyVg,PAYMENT,2499900,49998,9000,2440902,2026-06-13T11:30:00,INR,
dtl_nqoq6dfOwBUbt7,setl_0dEkswc7Pi5bKi,evt_nFDSjLryHhrBwT,PAYMENT,36500,0,0,36500,2026-06-13T11:30:00,INR,
dtl_txXJ5jc9jYEVpy,setl_tQF2HIalBvWWvf,evt_iljT43Oh4m4wnr,PAYMENT,29200,0,0,29200,2026-06-27T11:30:00,INR,
dtl_ng5gDR55UBmJrI,setl_O3dWE1amfNyxpF,evt_oOSxGDFnSknW9x,PAYMENT,294800,0,0,294800,2026-06-05T11:30:00,INR,
dtl_mrwU5DPmLSJWKd,setl_e7JnlinTqjyk7b,,REFUND,-2502,0,0,-2502,2026-06-08T11:30:00,INR,
dtl_HeycLRslNclJ6P,setl_2mvVwiV812hV8M,evt_yYXDzvfjet1k3O,PAYMENT,179900,3598,648,175654,2026-06-13T11:30:00,INR,
dtl_ZlRbyNDS3yrbyR,setl_mTAfJZIU3cHYvn,evt_X6H8UBHwUwWrFY,PAYMENT,6300,126,23,6151,2026-06-22T11:30:00,INR,
dtl_Xyfz0qomrpcjfz,setl_xfEboOcL6xwYFm,evt_gC2m9qsLfuRK9c,PAYMENT,45100,0,0,45100,2026-07-08T11:30:00,INR,
dtl_iPJhFBPrXZhXFv,setl_pusldMYC3l7rMe,evt_IrjwbUopScHasO,PAYMENT,9900,0,0,9900,2026-06-13T11:30:00,INR,
dtl_NXmU12nOeXOGzj,setl_GIgH3vpoIVlbEn,evt_ObaZm1iJ3UTv7L,PAYMENT,2524125,100,18,2524007,2026-06-22T11:30:00,INR,
dtl_GOUgTmo4WXgyRP,setl_jfS75PpM7il74g,evt_wGfsDXv9Ykhx9y,PAYMENT,599900,0,0,599900,2026-06-10T11:30:00,INR,
dtl_dzlSOK71OBPqor,setl_fFW4nW9wkmJ6WN,evt_tVMPXxpIGWAhwa,PAYMENT,8578,0,0,8578,2026-07-14T11:30:00,INR,
dtl_xUo44jw0V9nJdE,setl_9Ffgb3h57CHAJT,evt_GSwo4fzPNHBLiB,PAYMENT,2999900,59998,10800,2929102,2026-06-23T11:30:00,INR,
dtl_QJ5LWbbjYzOTgg,setl_a9XvjLpGNQBM3J,evt_WKPLE8OJv3t6Ux,PAYMENT,7223500,0,0,7223500,2026-06-04T11:30:00,INR,
dtl_zLUilP5foxzHP8,setl_Ct42sR5EwNsvMT,evt_bwNOsJP7XIoUas,PAYMENT,30000303,0,0,30000303,2026-07-14T11:30:00,INR,
dtl_8wlnN7uRJhZiky,setl_PasupRCOIOJYfr,evt_xN7L6IggVbPk7y,PAYMENT,99900,1998,360,97542,2026-06-22T11:30:00,INR,
dtl_4WXL4ugrhmvX8A,setl_8TtVOrw4d5rChs,evt_mMHfVvY6A6Dz9E,PAYMENT,328300,0,0,328300,2026-06-02T11:30:00,INR,
dtl_RZBiN9QPxK6Nnj,setl_2jDDAgvAMCNVTg,evt_6uCyPELEKGCsdy,PAYMENT,2999900,0,0,2999900,2026-06-06T11:30:00,INR,
dtl_rUfTuXU7W9eKmr,setl_eenzgP9tNP549V,,REFUND,-10000111,0,0,-10000111,2026-06-12T11:30:00,INR,
dtl_I84pzAWgmZnLyg,setl_dt8GgAMgCvp0U0,,REFUND,-10000103,0,0,-10000103,2026-06-03T11:30:00,INR,
dtl_deplrUEY2ZkW1r,setl_hYXx67VfJgwRtI,evt_cjslzGenfJWXSf,PAYMENT,4688394,93768,16878,4577748,2026-06-29T11:30:00,INR,
dtl_eSpV984H8hKALh,setl_WTlV0DJVO1SUfH,evt_a8Jisep3N7wbCS,PAYMENT,4999900,99998,18000,4881902,2026-07-11T11:30:00,INR,
dtl_UDHZ3C7vrK5XJc,setl_7DtRYtCsbjJXh4,evt_hXBOX86JBUOzSa,PAYMENT,1299900,100,18,1299782,2026-06-11T11:30:00,INR,
dtl_HPa9D9g3xxabOB,setl_033lB18sTulFgb,evt_k9J76m7CoMizP7,PAYMENT,149900,0,0,149900,2026-06-03T11:30:00,INR,
dtl_mlZwXj2kTjmOlt,setl_SYZ5X1mrKfMf8q,evt_OxHGg2mtY6Gy9Q,PAYMENT,299900,0,0,299900,2026-07-10T11:30:00,INR,
dtl_RDIidR5w4LyMl6,setl_OmQ3GcfpIxLMlf,evt_FSNq7YtgFFkPZs,PAYMENT,16769400,293465,52824,16423111,2026-07-14T11:30:00,INR,
dtl_vm31DLk22JLZq7,setl_qlN8iDz6bbMVoh,evt_AR2MGL5LSSUoFf,PAYMENT,21253161,425063,76511,20751587,2026-06-29T11:30:00,INR,
dtl_EEzFgZAT4MQhWI,setl_k2hRqh2UNJUqIh,,REFUND,-101,0,0,-101,2026-07-13T11:30:00,INR,
dtl_p1dEGkFsoO2Llk,setl_0CbMGVQM8hoAiW,evt_Uuk5PHlXZpoqGh,PAYMENT,255100,0,0,255100,2026-06-18T11:30:00,INR,
dtl_kKb3JAkcy3c5QT,setl_SjPLR29SgQ2by9,,REFUND,-10000107,0,0,-10000107,2026-06-04T11:30:00,INR,
dtl_Rl2G7rZM0G3J8h,setl_dIwWvyo70SbrBV,evt_gs1NQY920BV0TG,PAYMENT,9900,0,0,9900,2026-07-16T11:30:00,INR,
dtl_ruClUh9OmARCAn,setl_QwRAWE8X0knXJd,evt_NPWcBIjdkuW3At,PAYMENT,45400,908,163,44329,2026-07-04T11:30:00,INR,
dtl_dqSeqquxGWBYfZ,setl_aklwkoKuadvlue,evt_MgmVQQVWMgqeKe,PAYMENT,46749,0,0,46749,2026-06-29T11:30:00,INR,
dtl_WjTv0CKMU8puKj,setl_pusldMYC3l7rMe,evt_khfHYk6HLsmVy0,PAYMENT,47684,0,0,47684,2026-06-13T11:30:00,INR,
dtl_JZcyAjKcRmjzsf,setl_tL08ipimQtYobs,evt_vV8HDfVHSZ43CB,PAYMENT,179900,0,0,179900,2026-07-13T11:30:00,INR,
dtl_vFlVD7KAFhphBa,setl_8V6GyOywVEqP2O,evt_6e1OR1PBbZ18lE,PAYMENT,11094879,221898,39942,10833039,2026-06-08T11:30:00,INR,
dtl_4fPYjT5CEQD1qY,setl_hYXx67VfJgwRtI,evt_p1jMSpiW5YIrTL,PAYMENT,599900,0,0,599900,2026-06-29T11:30:00,INR,
dtl_pbXLstmiIUox4L,setl_2mvVwiV812hV8M,evt_UVLEHamof7BwlV,PAYMENT,4999900,0,0,4999900,2026-06-13T11:30:00,INR,
dtl_HuF3J1exLCGUWH,setl_MnQGhaB1NW15n8,evt_d6DaH33hUAnytn,PAYMENT,44900,0,0,44900,2026-07-13T11:30:00,INR,
dtl_6SM4L37cCksvrI,setl_x5UZWrZy27GWnU,evt_MU6jNBg5jK6LIb,PAYMENT,46500,0,0,46500,2026-06-06T11:30:00,INR,
dtl_d9RWOMaOWNnCSI,setl_O3dWE1amfNyxpF,,REFUND,-2501,0,0,-2501,2026-06-05T11:30:00,INR,
dtl_3lYluh5o8TD1DD,setl_kdFSEESn3IndLm,evt_8vWUHrjoQKX2pT,PAYMENT,24900,0,0,24900,2026-07-16T11:30:00,INR,
dtl_WjClHZYDCKyQXn,setl_pSp5HOVLunex0E,evt_wWwyclwdVUCsX5,PAYMENT,34900,698,126,34076,2026-06-13T11:30:00,INR,
dtl_t6VSvFeOX53Avc,setl_IXsmQXuf6lAVTX,evt_enbY4xoSABZdhv,PAYMENT,170228,2979,536,166713,2026-07-15T11:30:00,INR,
dtl_GhdTEZRrfxcgk5,setl_a9XvjLpGNQBM3J,evt_DLRGbw1n1EK6u4,PAYMENT,404500,7079,1274,396147,2026-06-04T11:30:00,INR,
dtl_W7AdZzsqcwBl6X,setl_8gX8T9qT4ai9Lx,,REFUND,-10000113,0,0,-10000113,2026-06-05T11:30:00,INR,
dtl_GWDoJOa74E4YdJ,setl_gVgQFIq0XlQpYA,evt_fvS5u1Ao0fpN5K,PAYMENT,89900,1798,324,87778,2026-06-24T11:30:00,INR,
dtl_Xj27ESCxftmGva,setl_dIwWvyo70SbrBV,evt_7dzhJWvo575467,PAYMENT,225800,0,0,225800,2026-07-16T11:30:00,INR,
dtl_bIQMiCufWQxLNp,setl_iYewZKMvkqajNV,evt_IESDfSVCQiv1Mo,PAYMENT,1299900,22748,4096,1273056,2026-07-08T11:30:00,INR,
dtl_7YjHumn5JQQ1eO,setl_0dEkswc7Pi5bKi,evt_DtT58UeZIbqanp,PAYMENT,14951,0,0,14951,2026-06-13T11:30:00,INR,
dtl_9qsB4HCx5RVsHv,setl_aklwkoKuadvlue,evt_0JThM6hGMbrZpO,PAYMENT,4900,98,18,4784,2026-06-29T11:30:00,INR,
dtl_RXR556D4fVQ5tA,setl_6p3wjSbNku7LHI,evt_ZMUzsU6E1KTbg3,PAYMENT,299900,0,0,299900,2026-06-15T11:30:00,INR,
dtl_bSdsDwyCrnXr3o,setl_eQmSJs5vtvx9LW,evt_55IIdgchcoM9jK,PAYMENT,399900,0,0,399900,2026-07-01T11:30:00,INR,
dtl_huuH2LawQY5O6J,setl_OGWEdCX3fBY2jp,evt_Cn11D6S6CVVggK,PAYMENT,3908860,68405,12313,3828142,2026-07-02T11:30:00,INR,
dtl_QDaQNrXndyqera,setl_fwXNaO8WhQwTWU,evt_lvvbCmVfoQ2ZIw,PAYMENT,401400,0,0,401400,2026-06-20T11:30:00,INR,
dtl_5l1uYw1RUtxXvH,setl_xp5hnQJl84MW71,evt_rh1YpLu0I4kLIr,PAYMENT,30000312,0,0,30000312,2026-06-20T11:30:00,INR,
dtl_IErOvNuiH8WM3j,setl_08yppqZUn8yXPv,evt_Tby5zS6pSadPgI,PAYMENT,4563098,100,18,4562980,2026-06-02T11:30:00,INR,
dtl_Gh54qYJeGZVDpb,setl_6p3wjSbNku7LHI,evt_yvpMaa2uSmrHUh,PAYMENT,2907818,0,0,2907818,2026-06-15T11:30:00,INR,
dtl_bAMe6uIyXtFoDz,setl_MnQGhaB1NW15n8,evt_AzDW0gycuCGIW3,PAYMENT,25200,504,91,24605,2026-07-13T11:30:00,INR,
dtl_e4E677zprCXiam,setl_ZwH6Qwxq4NXAx7,evt_QX40IaLt9WsSnq,PAYMENT,413500,8270,1489,403741,2026-06-25T11:30:00,INR,
dtl_8tpd34fsIsp9S5,setl_MSbFl71qKAyXnS,evt_1xAgdnLMoyPFCs,PAYMENT,19900,0,0,19900,2026-07-07T11:30:00,INR,
dtl_y0OMWNS9JtBlWo,setl_k2hRqh2UNJUqIh,evt_LoB9bFo4yM6I8V,PAYMENT,29900,0,0,29900,2026-07-13T11:30:00,INR,
dtl_0TkHiJUsHKL4Rp,setl_EgId4RDr0w1ykW,evt_s2ziWkHQFt6oA4,PAYMENT,34900,698,126,34076,2026-07-06T11:30:00,INR,
dtl_ceLzZ31pmBX23m,setl_vx7RPwBPSqX4dw,evt_vqwRRJISayRJce,PAYMENT,30268000,0,0,30268000,2026-06-03T11:30:00,INR,
dtl_IbooLQGJMNm2Ex,setl_033lB18sTulFgb,evt_XJeJYdWrMOgdZU,PAYMENT,4999900,149997,26999,4822904,2026-06-03T11:30:00,INR,
dtl_jv0uxKvv3ix9Xe,setl_WHmWF6gt24KL88,evt_6xthVQj5QUD3de,PAYMENT,44900,898,162,43840,2026-07-16T11:30:00,INR,
dtl_lwa9uanQOXXFxw,setl_igEe4fNcka05Sx,evt_396OHl0IheDNYV,PAYMENT,100000,0,0,100000,2026-06-06T11:30:00,INR,
dtl_Q31NmH9wBvCHM0,setl_jfS75PpM7il74g,evt_DcK6HQquFFb5zT,PAYMENT,39700,0,0,39700,2026-06-10T11:30:00,INR,
dtl_fXaeQxDFCYrnY5,setl_8rBt0tSwfr9Qww,,REFUND,-10000109,0,0,-10000109,2026-07-06T11:30:00,INR,
dtl_Z7Jh1eSklSzfuO,setl_iKNp2w2kWJvRCw,evt_H033Q5s4Xwzjkd,PAYMENT,199900,3498,630,195772,2026-06-20T11:30:00,INR,
dtl_uVmLcbIVKYOsOd,setl_a9XvjLpGNQBM3J,evt_ACQMA5UzUgkgry,PAYMENT,304600,9138,1645,293817,2026-06-04T11:30:00,INR,
dtl_FYA4BPcCCtfxoj,setl_08PBqGpfjf2Bfe,evt_9L4ev0S59EWQ7N,PAYMENT,50000555,0,0,50000555,2026-06-12T11:30:00,INR,
dtl_qDHKc6jlC7J7MT,setl_QwRAWE8X0knXJd,evt_yMA81VUB1qKDNR,PAYMENT,323301,6466,1164,315671,2026-07-04T11:30:00,INR,
dtl_nIIZCNTrQL1oPp,setl_WHmWF6gt24KL88,evt_KvcLN78XCYpqza,PAYMENT,197100,0,0,197100,2026-07-16T11:30:00,INR,
dtl_A2ymy1IZEtkyOq,setl_SYZ5X1mrKfMf8q,evt_95eS9ILFbvjV8u,PAYMENT,4900,98,18,4784,2026-07-10T11:30:00,INR,
dtl_NFjMzz16VgRdnB,setl_3p2g9RLlyD0pFu,evt_EMDT3oPTUHE6PC,PAYMENT,59900,1198,216,58486,2026-07-03T11:30:00,INR,
dtl_3P3sNbnJcAKE4l,setl_NciKq3X1M7HGiM,evt_iYcJMz9xyyd8aJ,PAYMENT,249900,4998,900,244002,2026-06-15T11:30:00,INR,
dtl_89K0P2cc5wSJFg,setl_8V6GyOywVEqP2O,evt_pKMeYR6TyvnTjb,PAYMENT,179900,0,0,179900,2026-06-08T11:30:00,INR,
dtl_4Xc3JLBZCotSvK,setl_KDOM0kDENOUwft,evt_wOqa7DIjLxymXm,PAYMENT,29900,0,0,29900,2026-07-13T11:30:00,INR,
dtl_ZXW5AiQvsIBmoo,setl_x5UZWrZy27GWnU,evt_4aWLTldLMsLeDQ,PAYMENT,1994700,34907,6283,1953510,2026-06-06T11:30:00,INR,
dtl_qS4cMfmibcK4uw,setl_wdOwlMBSjR4bBJ,evt_SDbD4nwJuino2o,PAYMENT,40900,716,129,40055,2026-06-25T11:30:00,INR,
dtl_e4E677zprCXiam,setl_ZwH6Qwxq4NXAx7,evt_QX40IaLt9WsSnq,PAYMENT,413500,8270,1489,403741,2026-06-25T11:30:00,INR,
dtl_8tpd34fsIsp9S5,setl_MSbFl71qKAyXnS,evt_1xAgdnLMoyPFCs,PAYMENT,19900,0,0,19900,2026-07-07T11:30:00,INR,
dtl_unxtpIgwAGLetQ,setl_x5UZWrZy27GWnU,evt_ThoLWte68Kr7pd,PAYMENT,99900,1998,360,97542,2026-06-06T11:30:00,INR,
dtl_W5ZXV88lPr7UPV,setl_Iftus2CxI50eQ5,evt_a7GwmVFetjrG9b,PAYMENT,24900,498,90,24312,2026-06-08T11:30:00,INR,
dtl_PxbwZsasSKDOht,setl_7GviaGB0YDENWH,evt_wBAFKeRDk6TRpc,PAYMENT,14900,0,0,14900,2026-07-09T11:30:00,INR,
dtl_O2jPh8R2yentCF,setl_q0I5P5ZAyuNXVW,evt_UsIlAKO999XQFD,PAYMENT,100000,0,0,100000,2026-06-08T11:30:00,INR,
dtl_pUxtihybsQAbyi,setl_x5UZWrZy27GWnU,evt_wyhdhtuORFS9RT,PAYMENT,99900,1998,360,97542,2026-06-06T11:30:00,INR,
dtl_5dhdXf9JB5N7L8,setl_6p3wjSbNku7LHI,,REFUND,-105,0,0,-105,2026-06-15T11:30:00,INR,
dtl_YNgPQzUECVu0La,setl_FaB31uiMHtNH7h,evt_3LX68TYmco2jJS,PAYMENT,60000642,0,0,60000642,2026-06-04T11:30:00,INR,
dtl_QtcOV6oNx17pZH,setl_ZfPlpnjnfQ482T,evt_rgkPTUAfUAbmMt,PAYMENT,50000565,0,0,50000565,2026-06-05T11:30:00,INR,
dtl_hDnmr5f4dviYRO,setl_C4Bvq0l2iSbPCn,evt_6znsFGrBHQfwTU,PAYMENT,34300,0,0,34300,2026-06-04T11:30:00,INR,
dtl_Az81maZwH5Vhbx,setl_033lB18sTulFgb,evt_4ilFzicrYoGgLy,PAYMENT,14900,0,0,14900,2026-06-03T11:30:00,INR,
dtl_dqRzbLMRvbyBxK,setl_fgcOwdkLNgyuVB,evt_kgi15sStQCrtoo,PAYMENT,40000408,0,0,40000408,2026-07-11T11:30:00,INR,
dtl_JUBKqZuDA9DQpO,setl_kdFSEESn3IndLm,evt_zw33JKbpvCvrjW,PAYMENT,25766,515,93,25158,2026-07-16T11:30:00,INR,
dtl_LRJOmzyYaMLwgI,setl_ttSlJCiZss71HE,evt_UMOAESV5xH2ifv,PAYMENT,241259,4825,869,235565,2026-07-16T11:30:00,INR,
dtl_FYpASWpmgYcQmu,setl_ObpEJlWEprsMuG,evt_daUrVzSKMO15r3,PAYMENT,24900,498,90,24312,2026-06-30T11:30:00,INR,
dtl_JYU7bqDstvmrGa,setl_8TtVOrw4d5rChs,,REFUND,-2500,0,0,-2500,2026-06-02T11:30:00,INR,
dtl_Mkf8vQ01M5ObCZ,setl_reoGyPWObglP3y,evt_PsKfZedUb8MyjS,PAYMENT,446200,0,0,446200,2026-06-05T11:30:00,INR,
dtl_b29yaeTpTitcCh,setl_zcwOsn3KlCki5T,evt_pSomz4lBw5c9Bl,PAYMENT,100000,0,0,100000,2026-06-10T11:30:00,INR,
dtl_woaSieADjPqujD,setl_ffJSmFVaeI6A3V,evt_N8WAKhsEZhTer7,PAYMENT,30000318,0,0,30000318,2026-06-16T11:30:00,INR,
dtl_mBlFhONgW88Z5f,setl_gtrQfu7mwXyrWv,evt_rDxaJSREOFBYPk,PAYMENT,31800,636,114,31050,2026-06-13T11:30:00,INR,
dtl_UaApXeETr9xD4K,setl_033lB18sTulFgb,evt_xS2Db9la7urgrW,PAYMENT,2499900,43748,7875,2448277,2026-06-03T11:30:00,INR,
dtl_BpRO2xHp7uv0Zm,setl_reoGyPWObglP3y,evt_p1Sr6diuB2cIpe,PAYMENT,249900,4998,900,244002,2026-06-05T11:30:00,INR,
dtl_znZHd1jnjJKyhl,setl_2DxQOlqTy7Bd5y,evt_5KQJcf97wkYivq,PAYMENT,381500,0,0,381500,2026-07-11T11:30:00,INR,
dtl_GvwI1RotExL7mz,setl_8rBt0tSwfr9Qww,evt_TmVOC06iOEOuZE,PAYMENT,59900,0,0,59900,2026-07-06T11:30:00,INR,
dtl_9MSKsf8W5Ay2NV,setl_SjPLR29SgQ2by9,evt_UjtrC962JPUGiU,PAYMENT,30000321,0,0,30000321,2026-06-04T11:30:00,INR,
dtl_aqg9NAJZyevnvy,setl_zcwOsn3KlCki5T,evt_RsfHH8RDhChzcj,REFUND,-25000,0,0,-25000,2026-06-10T11:30:00,INR,
dtl_rgJWo77x5sNGdY,setl_mTAfJZIU3cHYvn,evt_0A5STeZdis5ZJv,PAYMENT,2356500,47130,8483,2300887,2026-06-22T11:30:00,INR,
dtl_Yz621sOdOZXd5T,setl_pusldMYC3l7rMe,evt_rY3Lg4TjwSNb7l,PAYMENT,25263,0,0,25263,2026-06-13T11:30:00,INR,
dtl_YR7o7o6Ona8n4T,setl_q3Hv5fP5XtNjEV,evt_3L1Uh7pNEuVfCL,PAYMENT,26400,0,0,26400,2026-06-03T11:30:00,INR,
dtl_LeN4PsCRTRIgNw,setl_9Ffgb3h57CHAJT,evt_Q4ywiJB8lrmiEM,PAYMENT,19500,0,0,19500,2026-06-23T11:30:00,INR,
dtl_ta8v1e4J0iU54V,setl_2RgtznvmCHdSRQ,evt_aAjiygcZ3oCHUy,PAYMENT,1999900,0,0,1999900,2026-07-04T11:30:00,INR,
dtl_COkCEovAIxv4W8,setl_iKNp2w2kWJvRCw,evt_TlT7gw4dqSZcDe,PAYMENT,4254300,85086,15315,4153899,2026-06-20T11:30:00,INR,
dtl_EiHCZKivtQAjqn,setl_0dEkswc7Pi5bKi,evt_CzWOLG2W1XtsgW,PAYMENT,799900,15998,2880,781022,2026-06-13T11:30:00,INR,
dtl_yk0Jcq5lROKWXv,setl_KamCpoLFY3YQIn,evt_ZlhaHeZPtWupAF,PAYMENT,3567786,0,0,3567786,2026-06-16T11:30:00,INR,
dtl_AWl6SdxV1Lgakq,setl_EgId4RDr0w1ykW,evt_DN7q2dDQtflQbx,PAYMENT,89900,1798,324,87778,2026-07-06T11:30:00,INR,
dtl_aH35XazPKk2RWt,setl_3p2g9RLlyD0pFu,evt_zj0I2Z1n7Q5ZdB,PAYMENT,430200,8604,1549,420047,2026-07-03T11:30:00,INR,
dtl_MoC1Fs0t1ix8FR,setl_0CbMGVQM8hoAiW,evt_D9RthwjtbYLtWr,PAYMENT,31200,624,112,30464,2026-06-18T11:30:00,INR,
dtl_tGqrUXmUlgrMQM,setl_6p3wjSbNku7LHI,evt_ks4Uxqmo37BZhB,PAYMENT,14900,261,47,14592,2026-06-15T11:30:00,INR,
dtl_VjUWqKkXXJBSKs,setl_KDOM0kDENOUwft,evt_ZqbqnAEmc56I6T,PAYMENT,31300,0,0,31300,2026-07-13T11:30:00,INR,
dtl_Ljmx2TVLVUcm6v,setl_eQmSJs5vtvx9LW,evt_L253ZELPjOKN5t,PAYMENT,9900,0,0,9900,2026-07-01T11:30:00,INR,
dtl_X3lqnCF7KnigfA,setl_842SyuoKts9sH8,evt_T7OvScpty5pEpm,REFUND,-10000100,0,0,-10000100,2026-07-06T11:30:00,INR,
dtl_a8uTNnmH0OZYi0,setl_jyLYgWfkIDczr5,evt_lP3c1r5lqlSclO,PAYMENT,100349,2007,361,97981,2026-06-26T11:30:00,INR,
dtl_mT7hinVm2eUnYk,setl_dIwWvyo70SbrBV,evt_tRSEKJyevmHCHj,PAYMENT,231500,4630,833,226037,2026-07-16T11:30:00,INR,
dtl_dHUX17Nu4QJ9uR,setl_iKNp2w2kWJvRCw,evt_eNuUYQili7ZOjr,PAYMENT,179900,3598,648,175654,2026-06-20T11:30:00,INR,
dtl_rgJWo77x5sNGdY,setl_mTAfJZIU3cHYvn,evt_0A5STeZdis5ZJv,PAYMENT,2356500,47130,8483,2300887,2026-06-22T11:30:00,INR,
dtl_IXa72M5EwZSZ1t,setl_ODyxX6wgdQXs71,evt_71ovYU4SQk0I2o,REFUND,-25000,0,0,-25000,2026-06-15T11:30:00,INR,
dtl_Od5pe8PLc4mce0,setl_cwPfOTmqGFuzNd,evt_q8gnq9c4sZep6r,PAYMENT,31800,0,0,31800,2026-06-08T11:30:00,INR,
dtl_vWeUQXkivaPPkJ,setl_igEe4fNcka05Sx,evt_UKhutJjN5wnQWs,PAYMENT,190479,0,0,190479,2026-06-06T11:30:00,INR,
dtl_COkCEovAIxv4W8,setl_iKNp2w2kWJvRCw,evt_TlT7gw4dqSZcDe,PAYMENT,4254300,85086,15315,4153899,2026-06-20T11:30:00,INR,
